2261.0,97.0,52.0,65.5,171.7,97.3,3.01,37.0,46.0,0.0,1.0,0.0,0.0,7775.0
2236.0,110.0,86.0,65.2,167.5,96.5,3.15,27.0,33.0,0.0,1.0,0.0,0.0,7895.0
2403.0,110.0,116.0,65.4,172.4,96.3,3.17,23.0,30.0,0.0,1.0,0.0,0.0,9279.0
2818.0,156.0,145.0,66.3,173.2,95.9,3.59,19.0,24.0,1.0,1.0,0.0,0.0,12764.0
1900.0,91.0,68.0,64.2,159.1,93.1,3.03,31.0,38.0,0.0,1.0,1.0,0.0,6095.0
2912.0,141.0,114.0,67.2,188.8,104.3,3.78,23.0,28.0,1.0,1.0,0.0,1.0,12940.0
1918.0,97.0,69.0,63.8,165.3,94.5,3.15,31.0,37.0,0.0,1.0,1.0,0.0,6649.0
2028.0,97.0,69.0,63.8,165.6,94.5,3.15,31.0,37.0,0.0,1.0,1.0,0.0,7799.0
2264.0,97.0,52.0,65.5,171.7,97.3,3.01,37.0,46.0,0.0,1.0,0.0,0.0,7995.0
2410.0,122.0,84.0,66.5,177.8,98.8,3.39,26.0,32.0,0.0,1.0,1.0,0.0,8495.0
1909.0,90.0,70.0,63.6,155.9,94.5,3.03,38.0,43.0,0.0,1.0,1.0,0.0,8916.5
2094.0,98.0,70.0,64.4,166.3,95.7,3.19,38.0,47.0,0.0,1.0,1.0,0.0,7738.0
2254.0,109.0,90.0,64.2,159.3,94.5,3.19,24.0,29.0,0.0,1.0,0.0,1.0,11595.0
2548.0,130.0,111.0,64.1,168.8,88.6,3.47,21.0,27.0,1.0,1.0,0.0,1.0,16500.0
2921.0,156.0,145.0,66.3,173.2,95.9,3.59,19.0,24.0,0.0,1.0,0.0,0.0,14869.0
2081.0,98.0,70.0,64.4,166.3,95.7,3.19,30.0,37.0,0.0,1.0,1.0,0.0,6938.0
2015.0,92.0,62.0,63.6,158.7,95.7,3.05,31.0,38.0,0.0,1.0,1.0,0.0,6488.0
2551.0,146.0,116.0,65.6,176.2,98.4,3.62,24.0,30.0,1.0,1.0,0.0,1.0,9989.0
2240.0,108.0,73.0,63.8,157.3,93.3,3.62,26.0,31.0,0.0,1.0,1.0,0.0,7603.0
2535.0,122.0,88.0,64.6,174.6,103.3,3.35,24.0,30.0,0.0,1.0,1.0,0.0,8921.0
2480.0,110.0,73.0,66.5,175.6,102.4,3.27,30.0,33.0,0.0,1.0,0.0,0.0,10698.0
3157.0,130.0,162.0,67.2,188.8,104.3,3.62,17.0,22.0,1.0,1.0,0.0,1.0,18950.0
2024.0,92.0,76.0,63.9,157.1,96.5,2.92,30.0,34.0,0.0,1.0,0.0,0.0,7295.0
1967.0,90.0,68.0,63.8,157.3,93.7,2.97,31.0,38.0,0.0,1.0,1.0,0.0,6229.0
2275.0,110.0,56.0,64.4,166.3,95.7,3.27,38.0,47.0,0.0,1.0,0.0,0.0,7788.0
2535.0,122.0,88.0,64.6,174.6,103.3,3.34,24.0,30.0,0.0,1.0,1.0,0.0,8921.0
2510.0,108.0,111.0,65.4,172.0,97.0,3.62,24.0,29.0,0.0,1.0,0.0,1.0,11259.0
3110.0,92.0,62.0,63.6,169.7,95.7,3.05,27.0,32.0,0.0,1.0,1.0,0.0,8778.0
