2414.0,122.0,92.0,66.5,175.6,102.4,3.31,27.0,32.0,0.0,1.0,0.0,1.0,10898.0
1890.0,91.0,68.0,64.2,159.1,93.1,3.03,30.0,31.0,0.0,1.0,1.0,0.0,5195.0
1985.0,92.0,62.0,63.6,158.7,95.7,3.05,35.0,39.0,0.0,1.0,1.0,0.0,5348.0
2385.0,122.0,84.0,66.5,177.8,98.8,3.39,26.0,32.0,0.0,1.0,1.0,0.0,8845.0
1837.0,79.0,60.0,64.0,150.0,93.7,2.91,38.0,42.0,0.0,1.0,0.0,0.0,5399.0
1967.0,90.0,68.0,63.8,157.3,93.7,2.97,31.0,38.0,0.0,1.0,1.0,0.0,6229.0
3045.0,130.0,162.0,67.2,188.8,104.3,3.62,17.0,22.0,1.0,1.0,0.0,1.0,18420.0
2169.0,98.0,70.0,64.0,168.7,94.5,3.19,29.0,34.0,1.0,1.0,1.0,0.0,8058.0
2670.0,140.0,120.0,66.1,175.0,104.9,3.76,19.0,27.0,1.0,1.0,0.0,1.0,18280.0
2679.0,146.0,116.0,65.6,176.2,98.4,3.62,24.0,30.0,1.0,1.0,0.0,1.0,11199.0
2120.0,108.0,73.0,63.6,157.9,93.7,3.62,26.0,31.0,0.0,1.0,1.0,0.0,7053.0
2420.0,108.0,82.0,65.4,173.6,96.9,3.62,23.0,29.0,0.0,1.0,1.0,0.0,8013.0
1938.0,97.0,69.0,63.8,165.3,94.5,3.15,31.0,37.0,0.0,1.0,1.0,0.0,6849.0
2548.0,130.0,111.0,64.1,168.8,88.6,3.47,21.0,27.0,1.0,1.0,0.0,1.0,13495.0
2758.0,121.0,110.0,66.5,186.6,99.1,3.54,21.0,28.0,0.0,1.0,0.0,1.0,15510.0
1874.0,90.0,70.0,63.6,155.9,94.5,3.03,38.0,43.0,0.0,1.0,1.0,0.0,8916.5
2443.0,122.0,64.0,66.5,177.8,98.8,3.39,36.0,42.0,0.0,1.0,0.0,0.0,10795.0
2050.0,97.0,69.0,63.4,156.9,93.7,3.62,31.0,36.0,0.0,1.0,1.0,0.0,5118.0
2372.0,110.0,86.0,62.5,175.4,96.5,3.15,27.0,33.0,0.0,1.0,0.0,0.0,10295.0
2465.0,110.0,101.0,65.2,175.4,96.5,3.15,24.0,28.0,0.0,1.0,0.0,1.0,12945.0
2304.0,110.0,86.0,65.2,175.4,96.5,3.15,27.0,33.0,0.0,1.0,0.0,0.0,8845.0
2460.0,132.0,90.0,66.6,176.8,96.1,3.46,23.0,31.0,0.0,1.0,0.0,1.0,9895.0
2324.0,120.0,97.0,65.2,173.4,97.2,3.33,27.0,34.0,0.0,1.0,1.0,0.0,8949.0
2910.0,140.0,175.0,68.0,178.4,102.7,3.78,19.0,24.0,1.0,1.0,0.0,1.0,16503.0
2811.0,156.0,145.0,66.3,173.2,95.9,3.6,19.0,24.0,0.0,1.0,0.0,0.0,12964.0
2455.0,108.0,94.0,65.4,173.5,97.0,3.62,25.0,31.0,0.0,1.0,0.0,1.0,10198.0
2410.0,122.0,84.0,66.5,177.8,98.8,3.39,26.0,32.0,0.0,1.0,1.0,0.0,10245.0
2289.0,110.0,86.0,65.2,167.5,96.5,3.15,27.0,33.0,0.0,1.0,0.0,0.0,9095.0
2302.0,120.0,97.0,65.2,173.4,97.2,3.33,27.0,34.0,0.0,1.0,1.0,0.0,9549.0
