1876.0,90.0,68.0,63.8,157.3,93.7,2.97,31.0,38.0,0.0,1.0,1.0,0.0,6377.0
2191.0,98.0,102.0,63.8,157.3,93.7,3.03,24.0,30.0,0.0,1.0,0.0,1.0,8558.0
2540.0,146.0,116.0,65.6,176.2,98.4,3.62,24.0,30.0,1.0,1.0,0.0,1.0,8449.0
2300.0,98.0,112.0,64.0,168.7,94.5,3.24,26.0,29.0,1.0,1.0,0.0,1.0,9538.0
2395.0,108.0,101.0,64.8,176.8,101.2,3.5,23.0,29.0,1.0,1.0,0.0,1.0,16430.0
1940.0,92.0,76.0,64.0,150.0,93.7,2.91,30.0,34.0,0.0,1.0,0.0,0.0,6529.0
2385.0,122.0,84.0,66.5,177.8,98.8,3.39,26.0,32.0,0.0,1.0,1.0,0.0,10595.0
1989.0,90.0,68.0,63.8,167.3,93.7,2.97,31.0,38.0,0.0,1.0,1.0,0.0,6692.0
2975.0,146.0,116.0,65.6,176.2,98.4,3.62,24.0,30.0,1.0,1.0,0.0,1.0,17669.0
1909.0,90.0,70.0,63.6,158.8,94.5,3.03,38.0,43.0,0.0,1.0,1.0,0.0,6575.0
2280.0,92.0,62.0,63.6,169.7,95.7,3.05,31.0,37.0,0.0,1.0,1.0,0.0,6918.0
2337.0,109.0,102.0,66.2,176.6,99.8,3.19,24.0,30.0,0.0,1.0,0.0,1.0,13950.0
2579.0,97.0,68.0,66.9,180.2,100.4,3.01,33.0,38.0,0.0,1.0,0.0,0.0,13845.0
2365.0,122.0,88.0,65.4,172.4,96.3,3.35,25.0,32.0,0.0,1.0,1.0,0.0,6989.0
2328.0,122.0,88.0,65.4,173.0,96.3,3.35,25.0,32.0,0.0,1.0,1.0,0.0,8499.0
2275.0,109.0,85.0,65.5,171.7,97.3,3.19,27.0,34.0,0.0,1.0,0.0,1.0,8495.0
1944.0,92.0,68.0,64.4,157.3,93.7,2.97,31.0,38.0,0.0,1.0,1.0,0.0,6189.0
2109.0,98.0,70.0,64.4,166.3,95.7,3.19,30.0,37.0,0.0,1.0,1.0,0.0,7198.0
2024.0,97.0,69.0,63.8,170.2,94.5,3.15,31.0,37.0,0.0,1.0,1.0,0.0,7349.0
3042.0,141.0,114.0,67.2,188.8,104.3,3.78,24.0,28.0,1.0,1.0,0.0,1.0,16515.0
2658.0,121.0,110.0,66.5,186.6,99.1,3.54,21.0,28.0,0.0,1.0,0.0,1.0,11850.0
2326.0,122.0,92.0,66.5,175.6,102.4,3.31,29.0,34.0,0.0,1.0,0.0,1.0,8948.0
2385.0,108.0,82.0,65.4,172.0,97.0,3.62,24.0,25.0,0.0,1.0,1.0,0.0,9233.0
2425.0,122.0,84.0,66.5,177.8,98.8,3.39,26.0,32.0,0.0,1.0,1.0,0.0,11245.0
1889.0,97.0,69.0,63.8,165.3,94.5,3.15,31.0,37.0,0.0,1.0,1.0,0.0,5499.0
2340.0,108.0,94.0,65.4,172.0,97.2,3.62,26.0,32.0,0.0,1.0,0.0,1.0,9960.0
2145.0,98.0,102.0,63.8,157.3,93.0,3.03,24.0,30.0,0.0,1.0,0.0,0.0,7689.0
2145.0,108.0,82.0,65.4,172.0,97.2,3.62,32.0,37.0,0.0,1.0,1.0,0.0,7126.0
